Ano;Centro de custo;Regional;Estado;Município;Negócio;Unidade;Nome do projeto;Tecnologia;Temas prioritários;Categoria;Tipo;Carry over?;Possibilidade de corte ?;Conta como iniciativa ?;Valor voluntário VC;Valor incentivado/condicionante;Valor contrapartida/alavancado;Valor total;Cadastro GIS;ID GIS;1° monitoramento;3° Monitoramento;PROCX 
2025;4VP642;Corporativo;São Paulo;São Paulo;Escritório;Centro Corporativo São Paulo;Habita VC: Cimentando o Futuro;Habitação;Habitação;Conexão com negócio;Local;Sim;Não;1;206.000,00;0,00;450.000,00;656.000,00;Pendente;866,00;;;866,00
2025;4VP642;Corporativo;São Paulo;São Paulo;Escritório;Centro Corporativo São Paulo;Habita VC: Coalizão pela Habitação;Habitação;Habitação;Conexão com negócio;Local;Sim;Não;1;120.000,00;0,00;683.000,00;803.000,00;Pendente;N/A;;;0,00
2025;4VP642;Corporativo;São Paulo;São Paulo;Escritório;Centro Corporativo São Paulo;Logística do voluntariado;Gestão do voluntariado;Gestão;Gestão;Local;Sim;Não;0;7.000,00;0,00;0,00;7.000,00;N/A;N/A;;;0,00
2025;4VP642;Corporativo;São Paulo;São Paulo;Escritório;Centro Corporativo São Paulo;Use e Reuse;Use e Reuse;Qualificação de organizações sociais;Conexão com negócio;Local;Sim;Não;1;5.000,00;0,00;0,00;5.000,00;N/A;N/A;;;0,00
2025;4VP642;Corporativo;São Paulo;São Paulo;Escritório;Centro Corporativo São Paulo;Manutenção do canal de queixas e reclamações;Gestão;Engajamento comunitário;Relacionamento;Local;Sim;Não;1;40.000,00;0,00;0,00;40.000,00;N/A;N/A;;;0,00
2025;4VP642;Corporativo;São Paulo;São Paulo;Escritório;Centro Corporativo São Paulo;Desdobramento da estratégia global de voluntariado;Voluntariado;Voluntariado;Relacionamento;Local;Sim;Não;1;30.000,00;0,00;0,00;30.000,00;N/A;N/A;;;0,00
2025;4VP642;Corporativo;São Paulo;São Paulo;Escritório;Centro Corporativo São Paulo;Rede Transformar - Gestão SITAWI e Prosas;Rede Transformar;Gestão;Gestão;Local;Sim;Não;1;241.200,00;0,00;325.000,00;566.200,00;N/A;N/A;;;0,00
2025;4VP642;Corporativo;São Paulo;São Paulo;Escritório;Centro Corporativo São Paulo;Voluntariado global - Sistema;Gestão do voluntariado;Gestão;Gestão;Local;Sim;Não;1;95.000,00;0,00;0,00;95.000,00;N/A;N/A;;;0,00
2025;4VP642;NE;Bahia;Camaçari;Argamassa;Unidade Camaçari;Evoluir ;Qualificação de mão de obra;Educação profissionalizante;Conexão com negócio;Local;Sim;Não;1;33.600,00;0,00;0,00;33.600,00;ok;1.021,00;;;0,00
2025;4VP642;NE;Ceará;Caucaia;Cimentos;Unidade Pecém;Evoluir;Qualificação de mão de obra;Educação profissionalizante;Conexão com negócio;Local;Sim;Não;1;0,00;0,00;0,00;0,00;Pendente;Pendente;;;0,00
2025;4VP642;NE;Ceará;Sobral;Cimentos;Unidade Cearense Sobral;Evoluir;Qualificação de mão de obra;Educação profissionalizante;Conexão com negócio;Local;Sim;Não;1;58.432,50;0,00;0,00;58.432,50;ok;1.023,00;;;0,00
