Ano;Centro de custo;Regional;Estado;Município;Negócio;Unidade;Nome do projeto;Tecnologia;Temas prioritários;Categoria;Tipo;Carry over?;Possibilidade de corte ?;Conta como iniciativa ?;Valor voluntário VC;Valor incentivado/condicionante;Valor contrapartida/alavancado;Valor total;Cadastro GIS;ID GIS;1° monitoramento;3° Monitoramento;PROCX 
2025;4VP642;NE;Maranhão;São Luís;Cimentos;Unidade São Luís;Evoluir;Qualificação de mão de obra;Educação profissionalizante;Conexão com negócio;Local;Não;Não;1;93.492,00;0,00;0,00;93.492,00;ok;1.022,00;;;0,00
2025;4VP642;NE;Pará;Primavera;Cimentos;Unidade Primavera;Evoluir;Qualificação de mão de obra;Educação profissionalizante;Conexão com negócio;Local;Não;Não;1;53.760,00;0,00;0,00;53.760,00;ok;1.020,00;;;0,00
2025;4VP642;NE;Pernambuco;Paulista;Cimentos;Unidade Poty Paulista;Evoluir;Qualificação de mão de obra;Educação profissionalizante;Conexão com negócio;Local;Sim;Não;1;0,00;0,00;0,00;0,00;Pendente;Pendente;;;0,00
2025;4VP642;NE;Sergipe;Laranjeiras;Cimentos;Unidade Cimesa;Evoluir;Qualificação de mão de obra;Educação profissionalizante;Conexão com negócio;Local;Não;Não;1;95.741,10;0,00;0,00;95.741,10;ok;1.019,00;;;0,00
2025;4VP642;NE;Pará;Primavera;Cimentos;Unidade Primavera;AGP Saúde;AGP - Saúde;Apoio à Gestão Pública;Desenvolvimento local;IV;Sim;Não;1;50.000,00;0,00;107.887,00;157.887,00;N/A;679,00;;;679,00
2025;4VP642;NE;Bahia;Camaçari;Argamassa;Unidade Camaçari;PVE;PVE;Educação básica;Desenvolvimento local;IV;Sim;Não;1;88.000,00;0,00;145.062,00;233.062,00;N/A;644,00;;;644,00
2025;4VP642;NE;Pará;Capanema;Cimentos;Unidade Primavera;PVE;PVE;Educação básica;Desenvolvimento local;IV;Sim;Sim;1;88.000,00;0,00;145.062,00;233.062,00;N/A;680,00;;;680,00
2025;4VP642;NE;Pará;Primavera;Cimentos;Unidade Primavera;PVE;PVE;Educação básica;Desenvolvimento local;IV;Sim;Não;1;88.000,00;0,00;145.062,00;233.062,00;N/A;624,00;;;624,00
2025;4VP642;NE;Pernambuco;Trindade;Cimentos;Mineradora Ponta da Serra;PVE;PVE;Educação básica;Desenvolvimento local;IV;Sim;Sim;1;88.000,00;0,00;145.062,00;233.062,00;N/A;643,00;;;643,00
2025;4VP642;NE;Pará;Primavera;Cimentos;Unidade Primavera;Valor VC - Apicultura;Valor VC;Inclusão produtiva;Desenvolvimento local;Local;Sim;Não;1;99.750,00;0,00;0,00;99.750,00;ok;745,00;;;0,00
2025;4VP642;NE;Pará;Primavera;Cimentos;Unidade Primavera;Valor VC Castanha;Valor VC;Inclusão produtiva;Desenvolvimento local;Local;Sim;Não;1;85.050,00;0,00;0,00;85.050,00;ok;746,00;;;0,00
2025;4VP642;NE;Pará;Primavera;Cimentos;Unidade Primavera;Valor VC Siquiriba;Valor VC;Inclusão produtiva;Desenvolvimento local;Local;Sim;Não;1;68.250,00;0,00;0,00;68.250,00;ok;747,00;;;0,00
2025;4VP642;NE;Sergipe;Laranjeiras;Cimentos;Unidade Cimesa;Valor VC;Valor VC;Inclusão produtiva;Desenvolvimento local;Local;Sim;Não;1;46.412,56;0,00;0,00;46.412,56;ok;1.032,00;;;0,00
2025;4VP642;NE;Ceará;Sobral;Cimentos;Unidade Cearense Sobral;Conselho Comunitário;Conselho Comunitário;Engajamento comunitário;Relacionamento;Local;Sim;Não;1;49.350,00;0,00;0,00;49.350,00;ok;740,00;;;0,00
2025;4VP642;NE;Pará;Primavera;Cimentos;Unidade Primavera;Conselho Comunitário;Conselho Comunitário;Engajamento comunitário;Relacionamento;Local;Sim;Não;1;40.000,00;0,00;0,00;40.000,00;ok;748,00;;;0,00
2025;4VP642;NE;Bahia;Camaçari;Argamassa;Unidade Camaçari;Plano de Relacionamento com Comunidade;Plano de Relacionamento com Comunidade;Engajamento comunitário;Relacionamento;Local;Sim;Não;1;15.000,00;0,00;0,00;15.000,00;ok;739,00;;;0,00
2025;4VP642;NE;Pará;Ananindeua;Argamassa;Unidade Ananindeua;Plano de Relacionamento com Comunidade;Plano de Relacionamento com Comunidade;Engajamento comunitário;Relacionamento;Local;Sim;Não;1;10.000,00;0,00;0,00;10.000,00;ok;738,00;;;0,00
2025;4VP642;NE;Alagoas;Arapiraca;Centro de Distribuição;CD Arapiraca;Plano de Relacionamento com Comunidade;Plano de Relacionamento com Comunidade;Engajamento comunitário;Relacionamento;Local;Sim;Não;1;2.100,00;0,00;0,00;2.100,00;Pendente;Pendente;;;0,00
2025;4VP642;NE;Bahia;Feira de Santana;Centro de Distribuição;CD Feira de Santana;Plano de Relacionamento com Comunidade;Plano de Relacionamento com Comunidade;Engajamento comunitário;Relacionamento;Local;Sim;Não;1;2.100,00;0,00;0,00;2.100,00;Pendente;Pendente;;;0,00
2025;4VP642;NE;Ceará;Fortaleza;Centro de Distribuição;CD Aracapé;Plano de Relacionamento com Comunidade;Plano de Relacionamento com Comunidade;Engajamento comunitário;Relacionamento;Local;Sim;Não;1;5.250,00;0,00;0,00;5.250,00;Pendente;Pendente;;;0,00
2025;4VP642;NE;Pernambuco;Caruaru;Centro de Distribuição;CD Caruaru;Plano de Relacionamento com Comunidade;Plano de Relacionamento com Comunidade;Engajamento comunitário;Relacionamento;Local;Sim;Não;1;2.100,00;0,00;0,00;2.100,00;Pendente;Pendente;;;0,00
2025;4VP642;NE;Pernambuco;Petrolina;Centro de Distribuição;CD Petrolina;Plano de Relacionamento com Comunidade;Plano de Relacionamento com Comunidade;Engajamento comunitário;Relacionamento;Local;Sim;Não;1;2.100,00;0,00;0,00;2.100,00;Pendente;Pendente;;;0,00
2025;4VP642;NE;Ceará;Caucaia;Cimentos;Unidade Pecém;Plano de Relacionamento com Comunidade;Plano de Relacionamento com Comunidade;Engajamento comunitário;Relacionamento;Local;Sim;Não;1;8.400,00;0,00;0,00;8.400,00;ok;1.031,00;;;0,00
2025;4VP642;NE;Ceará;Sobral;Cimentos;Unidade Cearense Sobral;Plano de Relacionamento com Comunidade;Plano de Relacionamento com Comunidade;Engajamento comunitário;Relacionamento;Local;Sim;Não;1;20.000,00;0,00;0,00;20.000,00;ok;741,00;;;0,00
2025;4VP642;NE;Maranhão;São Luís;Cimentos;Unidade São Luís;Plano de Relacionamento com Comunidade;Plano de Relacionamento com Comunidade;Engajamento comunitário;Relacionamento;Local;Sim;Não;1;8.400,00;0,00;0,00;8.400,00;ok;750,00;;;0,00
2025;4VP642;NE;Pará;Primavera;Cimentos;Unidade Primavera;Plano de Relacionamento com Comunidade;Plano de Relacionamento com Comunidade;Engajamento comunitário;Relacionamento;Local;Sim;Não;1;8.400,00;0,00;0,00;8.400,00;ok;749,00;;;0,00
2025;4VP642;NE;Pernambuco;Paulista;Cimentos;Unidade Poty Paulista;Plano de Relacionamento com Comunidade;Plano de Relacionamento com Comunidade;Engajamento comunitário;Relacionamento;Local;Sim;Não;1;15.000,00;0,00;0,00;15.000,00;ok;744,00;;;0,00
2025;4VP642;NE;Pernambuco;Trindade;Cimentos;Mineradora Ponta da Serra;Plano de Relacionamento com Comunidade;Plano de Relacionamento com Comunidade;Engajamento comunitário;Relacionamento;Local;Sim;Não;1;20.000,00;0,00;0,00;20.000,00;ok;737,00;;;0,00
2025;4VP642;NE;Sergipe;Laranjeiras;Cimentos;Unidade Cimesa;Plano de Relacionamento com Comunidade;Plano de Relacionamento com Comunidade;Engajamento comunitário;Relacionamento;Local;Sim;Não;1;20.000,00;0,00;0,00;20.000,00;ok;743,00;;;0,00
2025;4VP642;NE;Ceará;Caucaia;Cimentos;Unidade Pecém;Chá Tecnológico e Social Itinerante - 3ª edição - Idear;Projeto incentivado;Projetos incentivados;Relacionamento;Incentivado;Sim;Não;1;0,00;66.378,64;0,00;66.378,64;N/A;N/A;;;0,00
2025;4VP642;NE;Ceará;Caucaia;Cimentos;Unidade Pecém;Projeto Judo - Educando e Formando Cidadão;Projeto incentivado;Projetos incentivados;Relacionamento;Incentivado;Sim;Não;1;0,00;33.189,32;0,00;33.189,32;N/A;N/A;;;0,00
2025;4RE662;NE;Ceará;Caucaia;Cimentos;Unidade Pecém;Menina Olímpica;Projeto incentivado;Projetos incentivados;Relacionamento;Incentivado;Sim;Não;1;0,00;121.696,00;0,00;121.696,00;N/A;N/A;;;0,00
2025;4RE662;NE;Ceará;Caucaia;Cimentos;Unidade Pecém;Programando e Aprendendo;Projeto incentivado;Projetos incentivados;Relacionamento;Incentivado;Sim;Não;1;0,00;60.848,00;0,00;60.848,00;N/A;N/A;;;0,00
2025;4RE662;NE;Ceará;Sobral;Cimentos;Unidade Cearense Sobral;Chá Tecnológico Social e Itinerante;Projeto incentivado;Projetos incentivados;Relacionamento;Incentivado;Sim;Não;1;0,00;60.848,00;0,00;60.848,00;N/A;N/A;;;0,00
2025;4RE662;NE;Ceará;Sobral;Cimentos;Unidade Cearense Sobral;Projeto Vida nas Teias da Cultura;Projeto incentivado;Projetos incentivados;Relacionamento;Incentivado;Sim;Não;1;0,00;243.392,43;0,00;243.392,43;N/A;N/A;;;0,00
2025;4VP642;NE;;;;Regional;Voluntariado;Voluntariado;Voluntariado;Relacionamento;Local;Sim;Não;1;44.100,00;0,00;0,00;44.100,00;N/A;N/A;;;0,00
2025;4RE662;NE;Ceará;Sobral;Cimentos;Unidade Cearense Sobral;PRONAS E PRONON;Projeto incentivado;Projetos incentivados;Relacionamento;Incentivado;Sim;Não;1;0,00;121.696,00;;121.696,00;N/A;N/A;;;0,00
2025;4VP642;SE;Minas Gerais;Itaú de Minas;Fazendas;Fazenda São Miguel;Itaú Agro;Cadeias produtivas;Engajamento comunitário;Conexão com negócio;Local;Sim;Não;1;0,00;0,00;0,00;0,00;N/A;N/A;;;0,00
2025;4VP642;SE;;;;Regional;Evoluir ;Recurso para alimentação - Evoluir;Educação profissionalizante;Conexão com negócio;Local;Sim;Não;0;3.000,00;0,00;0,00;3.000,00;N/A;N/A;;;0,00
2025;4VP642;SE;;;;Regional;PVE;PVE - Recurso Local;Educação básica;Desenvolvimento local;Local;Sim;Não;0;3.000,00;0,00;0,00;3.000,00;N/A;N/A;;;0,00
2025;4VP642;SE;;;;Regional;VIA - CMDCA;Gestão;Garantia e promoção de Direitos Humanos;Desenvolvimento local;Local;Sim;Não;1;4.000,00;0,00;0,00;4.000,00;N/A;N/A;;;0,00
2025;4VP642;SE;;;;Regional;Voluntariado;Voluntariado;Voluntariado;Relacionamento;Local;Sim;Não;1;40.000,00;0,00;0,00;40.000,00;N/A;N/A;;;0,00
2025;4VP642;SE;São Paulo;Itapecerica da Serra;Agregados;Unidade Itapecerica da Serra;VIA - CMDCA;VIA - Fortalecimento CMDCA;Garantia e promoção de Direitos Humanos;Desenvolvimento local;IV;Sim;Não;1;88.000,00;33.189,32;62.366,00;183.555,32;N/A;614,00;n/a;n/a;614,00
2025;4VP642;SE;Minas Gerais;Itaú de Minas;Cimentos;Unidade Itaú de Minas;Itaú Sustentável;Restauração florestal;Engajamento comunitário;Conexão com negócio;Local;Não;Sim;1;50.000,00;0,00;0,00;50.000,00;Pendente;781;ok;ok;0,00
2025;4VP642;SE;São Paulo;Ribeirão Grande;Cimentos;Unidade Ribeirão Grande;Agricultura Sustentável;Valor VC;Inclusão produtiva;Conexão com negócio;Local;Sim;Não;1;60.000,00;0,00;0,00;60.000,00;Pendente;775;;;0,00
2025;4VP642;SE;São Paulo;Salto de Pirapora;Cimentos;Unidade Salto de Pirapora;PVE;PVE;Educação básica;Desenvolvimento local;IV;Sim;Não;1;0,00;0,00;233.062,00;233.062,00;N/A;646,00;n/a;n/a;646,00
2025;4VP642;SE;São Paulo;Salto de Pirapora;Cimentos;Unidade Salto de Pirapora;Evoluir ;Qualificação de mão de obra;Educação profissionalizante;Conexão com negócio;Local;Sim;Não;1;89.000,00;0,00;0,00;89.000,00;ok;779;OK;ok;0,00
2025;4VP599;SUL;Paraná;Itaperuçu;Cimentos;Unidade Rio Branco do Sul;Geração Z;Projeto incentivado;Projetos incentivados;Relacionamento;Incentivado;Sim;Sim;1;0,00;132.757,28;0,00;132.757,28;N/A;N/A;;;0,00
2025;4VP642;SUL;Rio Grande do Sul;Esteio;Cimentos;Unidade Esteio;PISEG RS;Projeto incentivado;Projetos incentivados;Relacionamento;Incentivado;Não;Sim;1;10.000,00;100.000,00;0,00;110.000,00;N/A;N/A;;;0,00
2025;4VP642;SUL;Rio Grande do Sul;Canoas;Concreto;Filial Canoas;PISEG RS;Projeto incentivado;Projetos incentivados;Relacionamento;Incentivado;Não;Sim;1;10.000,00;100.000,00;0,00;110.000,00;N/A;N/A;;;0,00
2025;4VP642;SUL;Rio Grande do Sul;Pinheiro Machado;Cimentos;Unidade Pinheiro Machado;PISEG RS;Projeto incentivado;Projetos incentivados;Relacionamento;Incentivado;Não;Sim;1;10.000,00;100.000,00;0,00;110.000,00;N/A;N/A;;;0,00
2025;4VP642;SUL;Rio Grande do Sul;Esteio;Cimentos;Unidade Esteio;AGP Clima;AGP - Clima;Apoio à Gestão Pública;Desenvolvimento local;IV;Sim;Não;1;0,00;0,00;245.722,00;245.722,00;OK;681,00;;;681,00
2025;4VP642;SUL;Paraná;Rio Branco do Sul;Cimentos;Unidade Rio Branco do Sul;Evoluir QualiMob Mineração;Qualificação de mão de obra;Educação profissionalizante;Conexão com negócio;Local;Sim;Não;1;15.000,00;0,00;0,00;15.000,00;Pendente;N/A;;;0,00
2025;4VP642;SUL;Rio Grande do Sul;Canoas;Concreto;Filial Canoas;Regenera RS;Qualificação de mão de obra;Educação profissionalizante;Conexão com negócio;Local;Sim;Não;1;60.000,00;0,00;0,00;60.000,00;Pendente;883;;;0,00
2025;4VP642;SUL;Rio Grande do Sul;Canoas;Concreto;Filial Canoas;Reforma VC;Reforma VC;Habitação;Conexão com negócio;Local;Não;Não;1;50.000,00;0,00;0,00;50.000,00;Pendente;N/A;;;0,00
2025;4VP642;SUL;Santa Catarina;Imbituba;Porto ;Porto Imbituba;Plano de Relacionamento com Comunidade;Plano de Relacionamento com Comunidade;Engajamento comunitário;Relacionamento;Local;Sim;Não;1;2.000,00;0,00;0,00;2.000,00;Pendente;884;;;0,00
2025;4VP642;SUL;Santa Catarina;Imbituba;Cimentos;Unidade Imbituba;Plano de Relacionamento com Comunidade;Plano de Relacionamento com Comunidade;Engajamento comunitário;Relacionamento;Local;Sim;Não;1;2.000,00;0,00;0,00;2.000,00;Pendente;884;;;0,00
2025;4VP642;SUL;-;;;Regional;Voluntariado;Voluntariado;Voluntariado;Relacionamento;Local;Sim;Não;1;31.500,00;0,00;0,00;31.500,00;N/A;N/A;;;0,00
2025;3PC203;PdC;Bahia;Cachoeira;Usina hidrelétrica;UHE Pedra do Cavalo;PVE - Cachoeira;PVE;Educação básica;Desenvolvimento local;IV;Sim;Não;1;88.000,00;0,00;145.062,00;233.062,00;N/A;621,00;;;621,00
2025;3PC203;PdC;Bahia;São Félix;Usina hidrelétrica;UHE Pedra do Cavalo;PVE - São Félix;PVE;Educação básica;Desenvolvimento local;IV;Sim;Não;1;88.000,00;0,00;145.062,00;233.062,00;N/A;623,00;;;623,00
